txn_id,account_id,booking_date,value_date,amount,fee_amount,currency,txn_type,channel,category,merchant,status,reference,counterparty,description,source_system
TXN003466,ACC10040,2024-08-11,2024-08-11,20.0,2.5,GBP,CREDIT,ATM,Travel,Chase Settlement,POSTED,REF745646,CP3125,Travel via ATM,SETTLEMENT_FEED
TXN003467,ACC10075,2024-05-09,2024-05-11,63.06,0.0,EUR,CREDIT,ACH,Travel,Chase Settlement,POSTED,REF353636,CP7947,Travel via ACH,SETTLEMENT_FEED
TXN003468,ACC10015,2024-07-03,2024-07-03,80.0,1.5,USD,DEBIT,ATM,Utilities,ATM Network,REVERSED,REF771753,CP4689,Utilities via ATM,SETTLEMENT_FEED
TXN003469,ACC10015,2024-05-03,2024-05-03,478.36,0.0,USD,DEBIT,ONLINE,Transfer,Uber,POSTED,REF375974,CP8991,Transfer via ONLINE,SETTLEMENT_FEED
TXN003470,ACC10056,2024-04-24,2024-04-24,8.44,0.0,USD,CREDIT,MOBILE,Interest,Netflix,POSTED,REF423811,CP3198,Interest via MOBILE,SETTLEMENT_FEED
TXN003471,ACC10047,2024-08-19,2024-08-20,108.72,0.0,USD,CREDIT,CARD,Retail,CVS Pharmacy,POSTED,REF696429,CP7513,Retail via CARD,SETTLEMENT_FEED
TXN003472,ACC10079,2024-06-28,2024-06-29,44.78,2.5,USD,DEBIT,ATM,Fee,ACME Payroll,POSTED,REF491832,CP8316,Fee via ATM,SETTLEMENT_FEED
TXN003473,ACC10053,2024-02-13,2024-02-13,59.47,0.0,USD,CREDIT,CARD,Payroll,Whole Foods,PENDING,REF160014,CP2145,Payroll via CARD,SETTLEMENT_FEED
TXN003474,ACC10010,2024-07-13,2024-07-13,507.8,0.0,USD,DEBIT,ONLINE,Restaurant,CVS Pharmacy,PENDING,REF151775,CP3175,Restaurant via ONLINE,SETTLEMENT_FEED
TXN003475,ACC10024,2024-06-09,2024-06-10,344.4,0.0,EUR,CREDIT,ONLINE,Subscription,Amazon,SETTLED,REF652016,CP6197,Subscription via ONLINE,SETTLEMENT_FEED
TXN003476,ACC10013,2024-06-08,2024-06-08,40.0,2.5,GBP,DEBIT,ATM,Utilities,Fedwire Hub,POSTED,REF920908,CP3673,Utilities via ATM,SETTLEMENT_FEED
TXN003477,ACC10064,2024-03-25,2024-03-25,4949.23,0.0,USD,DEBIT,WIRE,Travel,Amazon,POSTED,REF455321,CP2076,Travel via WIRE,SETTLEMENT_FEED
TXN003478,ACC10064,2024-08-02,2024-08-03,495.6,0.0,USD,CREDIT,CARD,Utilities,Starbucks,POSTED,REF129826,CP3383,Utilities via CARD,SETTLEMENT_FEED
TXN003479,ACC10034,2024-04-20,2024-04-20,501.07,0.0,USD,DEBIT,ACH,Grocery,Home Depot,POSTED,REF382194,CP3379,Grocery via ACH,SETTLEMENT_FEED
TXN003480,ACC10052,2024-04-08,2024-04-08,27.04,0.0,USD,CREDIT,ACH,Restaurant,ATM Network,SETTLED,REF388231,CP8764,Restaurant via ACH,SETTLEMENT_FEED
TXN003481,ACC10000,2024-03-13,2024-03-15,105.26,0.0,EUR,CREDIT,ONLINE,Utilities,CVS Pharmacy,POSTED,REF811339,CP6879,Utilities via ONLINE,SETTLEMENT_FEED
TXN003482,ACC10074,2024-01-11,2024-01-11,39.8,0.0,USD,CREDIT,CARD,Fee,CVS Pharmacy,POSTED,REF458257,CP9939,Fee via CARD,SETTLEMENT_FEED
TXN003483,ACC10008,2024-04-26,2024-04-26,1577.52,2.5,EUR,CREDIT,WIRE,Travel,Fedwire Hub,PENDING,REF641754,CP8854,Travel via WIRE,SETTLEMENT_FEED
TXN003484,ACC10020,2024-08-11,2024-08-12,252.3,0.0,USD,CREDIT,ONLINE,Subscription,Starbucks,POSTED,REF535746,CP1280,Subscription via ONLINE,SETTLEMENT_FEED
TXN003485,ACC10068,2024-04-02,2024-04-02,15398.87,0.0,USD,CREDIT,WIRE,Payroll,City Power,POSTED,REF958693,CP3407,Payroll via WIRE,SETTLEMENT_FEED
TXN003486,ACC10009,2024-07-12,2024-07-12,352.87,0.0,USD,DEBIT,ONLINE,Healthcare,Amazon,POSTED,REF978040,CP4244,Healthcare via ONLINE,SETTLEMENT_FEED
TXN003487,ACC10024,2024-04-13,2024-04-14,41.95,0.0,EUR,CREDIT,CARD,Fee,Delta Air,POSTED,REF512553,CP3164,Fee via CARD,SETTLEMENT_FEED
TXN003488,ACC10037,2024-06-02,2024-06-03,5831.98,25.0,USD,DEBIT,WIRE,Grocery,Chase Settlement,POSTED,REF836283,CP6037,Grocery via WIRE,SETTLEMENT_FEED
TXN003489,ACC10010,2024-05-09,2024-05-09,40.0,2.5,USD,DEBIT,ATM,Transfer,Chase Settlement,POSTED,REF596379,CP5682,Transfer via ATM,SETTLEMENT_FEED
TXN003490,ACC10041,2024-05-02,2024-05-03,18.66,0.0,EUR,DEBIT,CARD,Transfer,Delta Air,POSTED,REF246532,CP2019,Transfer via CARD,SETTLEMENT_FEED
TXN003491,ACC10033,2024-07-14,2024-07-14,147.28,5.98,USD,DEBIT,ONLINE,Travel,Internal Transfer,POSTED,REF818245,CP2325,Travel via ONLINE,SETTLEMENT_FEED
TXN003492,ACC10037,2024-03-26,2024-03-27,40.0,0.0,USD,CREDIT,ATM,Grocery,Starbucks,SETTLED,REF213489,CP6653,Grocery via ATM,SETTLEMENT_FEED
TXN003493,ACC10026,2024-04-08,2024-04-08,22.73,0.0,USD,DEBIT,ACH,Interest,ATM Network,POSTED,REF257171,CP2114,Interest via ACH,SETTLEMENT_FEED
TXN003494,ACC10004,2024-07-10,2024-07-12,37.94,25.0,USD,CREDIT,ATM,Fee,Internal Transfer,POSTED,REF980458,CP7085,Fee via ATM,SETTLEMENT_FEED
TXN003495,ACC10070,2024-08-16,2024-08-16,5475.7,0.0,USD,DEBIT,WIRE,ATM Withdrawal,City Power,POSTED,REF988801,CP4542,ATM Withdrawal via WIRE,SETTLEMENT_FEED
TXN003496,ACC10035,2024-03-13,2024-03-13,96.16,0.0,EUR,DEBIT,CARD,Grocery,Whole Foods,POSTED,REF840547,CP1010,Grocery via CARD,SETTLEMENT_FEED
TXN003497,ACC10028,2024-01-17,2024-01-18,949.59,0.0,USD,DEBIT,MOBILE,Restaurant,Internal Transfer,POSTED,REF176156,CP3962,Restaurant via MOBILE,SETTLEMENT_FEED
TXN003498,ACC10055,2024-06-12,2024-06-13,75.64,0.0,USD,DEBIT,CARD,Retail,Starbucks,POSTED,REF546118,CP3132,Retail via CARD,SETTLEMENT_FEED
TXN003499,ACC10002,2024-07-14,2024-07-14,60.0,1.5,GBP,DEBIT,ATM,Utilities,ACME Payroll,POSTED,REF528198,CP5223,Utilities via ATM,SETTLEMENT_FEED
TXN003500,ACC10075,2024-07-08,2024-07-09,2368.88,0.0,EUR,CREDIT,WIRE,Retail,Delta Air,POSTED,REF632966,CP5192,Retail via WIRE,SETTLEMENT_FEED
TXN003501,ACC10069,2024-05-28,2024-05-28,625.48,0.0,GBP,CREDIT,ONLINE,Utilities,City Power,POSTED,REF146029,CP4550,Utilities via ONLINE,SETTLEMENT_FEED
TXN003502,ACC10025,2024-05-22,2024-05-22,73.39,0.0,USD,CREDIT,ACH,Utilities,Delta Air,POSTED,REF994545,CP1785,Utilities via ACH,SETTLEMENT_FEED
TXN003503,ACC10053,2024-06-11,2024-06-11,28.21,0.0,USD,DEBIT,WIRE,Interest,ACME Payroll,POSTED,REF338600,CP6184,Interest via WIRE,SETTLEMENT_FEED
TXN003504,ACC10012,2024-08-02,2024-08-02,36.36,0.0,EUR,CREDIT,CARD,Travel,Whole Foods,SETTLED,REF106594,CP5782,Travel via CARD,SETTLEMENT_FEED
TXN003505,ACC10058,2024-02-25,2024-02-26,19.88,0.0,USD,DEBIT,CARD,Utilities,City Power,SETTLED,REF691650,CP7276,Utilities via CARD,SETTLEMENT_FEED
TXN003506,ACC10059,2024-08-08,2024-08-08,309.39,0.0,GBP,DEBIT,ACH,Grocery,City Power,POSTED,REF994209,CP2466,Grocery via ACH,SETTLEMENT_FEED
TXN003507,ACC10058,2024-07-05,2024-07-06,8047.27,25.0,USD,CREDIT,WIRE,Payroll,ATM Network,POSTED,REF592846,CP4883,Payroll via WIRE,SETTLEMENT_FEED
TXN003509,ACC10051,2024-01-26,2024-01-28,160.52,0.0,EUR,DEBIT,MOBILE,Restaurant,ATM Network,POSTED,REF280302,CP3243,Restaurant via MOBILE,SETTLEMENT_FEED
TXN003510,ACC10043,2024-07-04,2024-07-04,44.8,0.0,USD,CREDIT,CHECK,Interest,Internal Transfer,POSTED,REF560343,CP2169,Interest via CHECK,SETTLEMENT_FEED
TXN003511,ACC10004,2024-08-04,2024-08-05,42.99,0.0,USD,CREDIT,CARD,Fee,CVS Pharmacy,POSTED,REF435043,CP8608,Fee via CARD,SETTLEMENT_FEED
TXN003512,ACC10037,2024-04-05,2024-04-05,44.35,2.5,USD,CREDIT,ATM,Interest,Whole Foods,POSTED,REF626794,CP6278,Interest via ATM,SETTLEMENT_FEED
TXN003513,ACC10063,2024-07-15,2024-07-15,171.24,0.0,EUR,CREDIT,ACH,Utilities,Whole Foods,POSTED,REF481279,CP8177,Utilities via ACH,SETTLEMENT_FEED
TXN003514,ACC10037,2024-08-16,2024-08-16,40.51,0.87,USD,DEBIT,ONLINE,Fee,City Power,SETTLED,REF413516,CP2116,Fee via ONLINE,SETTLEMENT_FEED
TXN003515,ACC10061,2024-04-27,2024-04-27,578.52,0.0,USD,CREDIT,ONLINE,Travel,City Power,POSTED,REF966480,CP7971,Travel via ONLINE,SETTLEMENT_FEED
TXN003516,ACC10042,2024-01-02,2024-01-03,3908.52,0.0,EUR,DEBIT,ACH,Subscription,Uber,POSTED,REF396465,CP7439,Subscription via ACH,SETTLEMENT_FEED
TXN003517,ACC10028,2024-01-16,2024-01-17,40.69,0.0,USD,CREDIT,CARD,Fee,Netflix,POSTED,REF709875,CP1149,Fee via CARD,SETTLEMENT_FEED
TXN003518,ACC10033,2024-05-05,2024-05-07,80.0,0.0,USD,DEBIT,ATM,ATM Withdrawal,ACME Payroll,POSTED,REF924310,CP8161,ATM Withdrawal via ATM,SETTLEMENT_FEED
TXN003519,ACC10049,2024-08-11,2024-08-12,47.69,0.0,EUR,CREDIT,CARD,Utilities,Amazon,PENDING,REF493377,CP8711,Utilities via CARD,SETTLEMENT_FEED
TXN003520,ACC10050,2024-04-20,2024-04-20,78.6,0.0,USD,DEBIT,CARD,Grocery,Whole Foods,POSTED,REF877125,CP5958,Grocery via CARD,SETTLEMENT_FEED
TXN003521,ACC10060,2024-06-20,2024-06-20,3590.96,0.0,EUR,DEBIT,WIRE,Travel,Starbucks,PENDING,REF710139,CP8972,Travel via WIRE,SETTLEMENT_FEED
TXN003522,ACC10059,2024-06-22,2024-06-22,49.65,0.0,GBP,DEBIT,CARD,Retail,Delta Air,POSTED,REF313050,CP7651,Retail via CARD,SETTLEMENT_FEED
TXN003523,ACC10072,2024-07-24,2024-07-26,232.05,0.0,GBP,CREDIT,ONLINE,Grocery,ATM Network,POSTED,REF695312,CP5640,Grocery via ONLINE,SETTLEMENT_FEED
TXN003524,ACC10077,2024-02-05,2024-02-05,165.97,0.0,USD,CREDIT,ACH,Retail,Internal Transfer,POSTED,REF765086,CP8013,Retail via ACH,SETTLEMENT_FEED
TXN003525,ACC10074,2024-04-09,2024-04-11,755.61,0.0,USD,CREDIT,MOBILE,Healthcare,Stripe Payout,REVERSED,REF668696,CP1952,Healthcare via MOBILE,SETTLEMENT_FEED
TXN003526,ACC10027,2024-04-26,2024-04-27,39.36,0.0,USD,CREDIT,ONLINE,Interest,Internal Transfer,POSTED,REF791077,CP2563,Interest via ONLINE,SETTLEMENT_FEED
TXN003527,ACC10014,2024-02-09,2024-02-09,94.1,0.0,USD,CREDIT,CARD,Subscription,Home Depot,POSTED,REF331808,CP7218,Subscription via CARD,SETTLEMENT_FEED
TXN003528,ACC10007,2024-07-27,2024-07-27,136.66,0.0,GBP,DEBIT,CARD,Utilities,Internal Transfer,POSTED,REF395918,CP8944,Utilities via CARD,SETTLEMENT_FEED
TXN003529,ACC10001,2024-06-03,2024-06-03,199.87,0.0,USD,CREDIT,ACH,Grocery,Whole Foods,POSTED,REF464259,CP7334,Grocery via ACH,SETTLEMENT_FEED
TXN003530,ACC10000,2024-06-18,2024-06-19,765.25,0.0,EUR,CREDIT,CHECK,Transfer,Chase Settlement,POSTED,REF847977,CP3355,Transfer via CHECK,SETTLEMENT_FEED
TXN003531,ACC10064,2024-07-08,2024-07-09,804.1,0.0,USD,DEBIT,ACH,Healthcare,Netflix,POSTED,REF910999,CP7739,Healthcare via ACH,SETTLEMENT_FEED
TXN003532,ACC10037,2024-08-18,2024-08-18,33.09,0.0,USD,CREDIT,CARD,Healthcare,Netflix,POSTED,REF208741,CP3779,Healthcare via CARD,SETTLEMENT_FEED
TXN003533,ACC10076,2024-01-25,2024-01-25,697.53,0.0,GBP,CREDIT,ACH,Subscription,ACME Payroll,POSTED,REF343509,CP7030,Subscription via ACH,SETTLEMENT_FEED
TXN003534,ACC10033,2024-06-23,2024-06-25,9.65,0.0,USD,DEBIT,CARD,Subscription,Delta Air,POSTED,REF491514,CP7901,Subscription via CARD,SETTLEMENT_FEED
TXN003535,ACC10010,2024-04-07,2024-04-08,72.66,0.0,USD,CREDIT,ACH,Transfer,Whole Foods,POSTED,REF188096,CP2210,Transfer via ACH,SETTLEMENT_FEED
TXN003536,ACC10015,2024-02-11,2024-02-11,180.16,0.0,USD,CREDIT,ACH,Utilities,Whole Foods,REVERSED,REF536637,CP5601,Utilities via ACH,SETTLEMENT_FEED
TXN003537,ACC10066,2024-04-02,2024-04-02,80.0,1.5,USD,DEBIT,ATM,Utilities,Amazon,POSTED,REF614064,CP6579,Utilities via ATM,SETTLEMENT_FEED
TXN003538,ACC10013,2024-02-16,2024-02-16,142.58,0.0,GBP,CREDIT,CARD,Payroll,Starbucks,POSTED,REF603904,CP1658,Payroll via CARD,SETTLEMENT_FEED
TXN003539,ACC10037,2024-06-23,2024-06-24,44.75,0.0,USD,DEBIT,CARD,Fee,CVS Pharmacy,POSTED,REF767895,CP5698,Fee via CARD,SETTLEMENT_FEED
TXN003540,ACC10034,2024-06-24,2024-06-25,-23.72,0.0,USD,DEBIT,CARD,Fee,Home Depot,POSTED,REF880771,CP2954,Fee via CARD,SETTLEMENT_FEED
TXN003541,ACC10024,2024-06-23,2024-06-23,65.77,0.0,EUR,CREDIT,CARD,ATM Withdrawal,Amazon,POSTED,REF396378,CP6272,ATM Withdrawal via CARD,SETTLEMENT_FEED
TXN003542,ACC10015,2024-02-16,2024-02-16,79.16,0.0,USD,CREDIT,CARD,Transfer,Amazon,POSTED,REF526421,CP6775,Transfer via CARD,SETTLEMENT_FEED
TXN003543,ACC10003,2024-07-24,2024-07-24,40.0,0.0,USD,DEBIT,ATM,Grocery,Internal Transfer,POSTED,REF440765,CP3951,Grocery via ATM,SETTLEMENT_FEED
TXN003544,ACC10041,2024-01-11,2024-01-13,12.04,0.0,EUR,CREDIT,ONLINE,Interest,CVS Pharmacy,POSTED,REF337733,CP6099,Interest via ONLINE,SETTLEMENT_FEED
TXN003545,ACC10018,2024-01-13,2024-01-13,261.82,0.0,EUR,CREDIT,CHECK,ATM Withdrawal,Netflix,POSTED,REF690836,CP5886,ATM Withdrawal via CHECK,SETTLEMENT_FEED
TXN003546,ACC10047,2024-01-19,2024-01-20,41.31,0.0,USD,CREDIT,CARD,Transfer,ATM Network,POSTED,REF896120,CP1552,Transfer via CARD,SETTLEMENT_FEED
TXN003547,ACC10025,2024-06-19,2024-06-21,739.53,0.0,USD,DEBIT,ACH,Transfer,Uber,POSTED,REF902051,CP5234,Transfer via ACH,SETTLEMENT_FEED
TXN003548,ACC10054,2024-07-19,2024-07-19,2097.82,2.5,USD,DEBIT,WIRE,Restaurant,Home Depot,REVERSED,REF554339,CP8202,Restaurant via WIRE,SETTLEMENT_FEED
TXN003549,ACC10012,2024-06-03,2024-06-03,89.86,0.0,EUR,DEBIT,CHECK,Healthcare,CVS Pharmacy,POSTED,REF358803,CP9501,Healthcare via CHECK,SETTLEMENT_FEED
TXN003550,ACC10042,2024-05-27,2024-05-28,38.62,0.0,EUR,DEBIT,CARD,Subscription,City Power,POSTED,REF741334,CP4450,Subscription via CARD,SETTLEMENT_FEED
TXN003551,ACC10058,2024-08-04,2024-08-06,23.93,0.0,USD,DEBIT,CARD,Transfer,Fedwire Hub,SETTLED,REF880082,CP9414,Transfer via CARD,SETTLEMENT_FEED
TXN003552,ACC10077,2024-01-17,2024-01-17,76.99,0.0,USD,CREDIT,ACH,ATM Withdrawal,Fedwire Hub,POSTED,REF819864,CP9249,ATM Withdrawal via ACH,SETTLEMENT_FEED
TXN003553,ACC10061,2024-02-01,2024-02-03,600.3,0.0,USD,DEBIT,ACH,Grocery,Delta Air,SETTLED,REF199685,CP5060,Grocery via ACH,SETTLEMENT_FEED
TXN003554,ACC10014,2024-06-26,2024-06-28,326.78,0.0,USD,DEBIT,ONLINE,Transfer,Fedwire Hub,POSTED,REF606425,CP4351,Transfer via ONLINE,SETTLEMENT_FEED
TXN003555,ACC10062,2024-01-26,2024-01-26,231.75,0.0,EUR,DEBIT,MOBILE,Healthcare,ATM Network,POSTED,REF641743,CP3080,Healthcare via MOBILE,SETTLEMENT_FEED
TXN003556,ACC10028,2024-06-07,2024-06-09,228.06,0.0,USD,DEBIT,CHECK,Subscription,ACME Payroll,SETTLED,REF508866,CP3293,Subscription via CHECK,SETTLEMENT_FEED
TXN003557,ACC10078,2024-07-09,2024-07-10,2881.64,0.0,USD,CREDIT,ACH,Retail,ACME Payroll,POSTED,REF882810,CP1724,Retail via ACH,SETTLEMENT_FEED
TXN003558,ACC10021,2024-06-27,2024-06-29,286.91,0.0,EUR,DEBIT,CARD,Subscription,CVS Pharmacy,POSTED,REF722066,CP4410,Subscription via CARD,SETTLEMENT_FEED
TXN003559,ACC10056,2024-05-10,2024-05-11,81.32,0.0,USD,CREDIT,ACH,Retail,ACME Payroll,SETTLED,REF932399,CP3701,Retail via ACH,SETTLEMENT_FEED
TXN003561,ACC10011,2024-02-25,2024-02-25,557.86,0.0,USD,DEBIT,ACH,ATM Withdrawal,City Power,POSTED,REF756640,CP4820,ATM Withdrawal via ACH,SETTLEMENT_FEED
TXN003562,ACC10005,2024-04-20,2024-04-21,2692.31,0.0,USD,DEBIT,WIRE,Retail,ATM Network,POSTED,REF540393,CP9056,Retail via WIRE,SETTLEMENT_FEED
TXN003563,ACC10031,2024-04-10,2024-04-10,20.0,1.5,USD,CREDIT,ATM,Utilities,Internal Transfer,POSTED,REF628676,CP3915,Utilities via ATM,SETTLEMENT_FEED
TXN003564,ACC10045,2024-08-27,2024-08-27,837.98,0.0,EUR,CREDIT,ACH,Subscription,Fedwire Hub,POSTED,REF460305,CP2015,Subscription via ACH,SETTLEMENT_FEED
TXN003565,ACC10043,2024-05-30,2024-05-30,8.59,0.0,USD,DEBIT,ATM,Fee,Home Depot,SETTLED,REF209615,CP4526,Fee via ATM,SETTLEMENT_FEED
TXN003566,ACC10020,2024-04-15,2024-04-16,2038.27,0.0,USD,DEBIT,CHECK,Subscription,Uber,POSTED,REF754032,CP3422,Subscription via CHECK,SETTLEMENT_FEED
TXN003567,ACC10077,2024-01-13,2024-01-14,29.94,0.0,USD,CREDIT,CARD,Fee,Internal Transfer,POSTED,REF242487,CP1297,Fee via CARD,SETTLEMENT_FEED
TXN003568,ACC10024,2024-02-20,2024-02-21,6.51,0.0,EUR,DEBIT,ACH,Fee,ACME Payroll,POSTED,REF200309,CP9647,Fee via ACH,SETTLEMENT_FEED
TXN003569,ACC10027,2024-06-13,2024-06-13,158.49,0.0,USD,CREDIT,MOBILE,Retail,Amazon,SETTLED,REF313610,CP7723,Retail via MOBILE,SETTLEMENT_FEED
TXN003570,ACC10004,2024-05-27,2024-05-28,3590.82,0.0,USD,DEBIT,ACH,ATM Withdrawal,Stripe Payout,POSTED,REF485544,CP6645,ATM Withdrawal via ACH,SETTLEMENT_FEED
TXN003571,ACC10047,2024-02-20,2024-02-20,199.61,0.0,USD,DEBIT,CARD,Subscription,Starbucks,POSTED,REF699328,CP1455,Subscription via CARD,SETTLEMENT_FEED
TXN003572,ACC10049,2024-07-23,2024-07-25,603.02,0.0,EUR,DEBIT,ONLINE,Healthcare,Stripe Payout,POSTED,REF512573,CP4716,Healthcare via ONLINE,SETTLEMENT_FEED
TXN003573,ACC10013,2024-06-07,2024-06-07,21.0,0.0,GBP,DEBIT,MOBILE,Fee,Netflix,POSTED,REF439252,CP4578,Fee via MOBILE,SETTLEMENT_FEED
TXN003574,ACC10070,2024-08-09,2024-08-10,91.3,0.0,USD,DEBIT,MOBILE,ATM Withdrawal,Stripe Payout,POSTED,REF416069,CP6936,ATM Withdrawal via MOBILE,SETTLEMENT_FEED
TXN003575,ACC10078,2024-05-05,2024-05-05,20.0,0.0,USD,DEBIT,ATM,Travel,Stripe Payout,POSTED,REF185061,CP1119,Travel via ATM,SETTLEMENT_FEED
TXN003576,ACC10052,2024-02-21,2024-02-21,10.33,0.0,USD,DEBIT,ACH,Fee,ACME Payroll,POSTED,REF490636,CP6125,Fee via ACH,SETTLEMENT_FEED
TXN003577,ACC10005,2024-03-04,2024-03-05,161.29,0.0,USD,DEBIT,ONLINE,Restaurant,Netflix,REVERSED,REF465719,CP5028,Restaurant via ONLINE,SETTLEMENT_FEED
TXN003578,ACC10050,2024-02-16,2024-02-16,55.85,0.0,USD,DEBIT,CARD,Grocery,ACME Payroll,POSTED,REF725028,CP1366,Grocery via CARD,SETTLEMENT_FEED
TXN003579,ACC10025,2024-02-23,2024-02-25,144.74,0.0,USD,CREDIT,CARD,Utilities,Starbucks,POSTED,REF378111,CP3686,Utilities via CARD,SETTLEMENT_FEED
TXN003580,ACC10047,2024-06-16,2024-06-17,49.06,0.0,USD,CREDIT,CARD,ATM Withdrawal,Chase Settlement,POSTED,REF405153,CP9323,ATM Withdrawal via CARD,SETTLEMENT_FEED
TXN003581,ACC10019,2024-03-07,2024-03-09,185.01,0.0,USD,CREDIT,ONLINE,Retail,ATM Network,PENDING,REF477798,CP4490,Retail via ONLINE,SETTLEMENT_FEED
TXN003582,ACC10058,2024-01-20,2024-01-22,1567.57,0.0,USD,DEBIT,CHECK,Travel,ACME Payroll,POSTED,REF219761,CP9526,Travel via CHECK,SETTLEMENT_FEED
TXN003583,ACC10078,2024-02-09,2024-02-09,80.0,25.0,USD,DEBIT,ATM,ATM Withdrawal,Uber,POSTED,REF662711,CP6852,ATM Withdrawal via ATM,SETTLEMENT_FEED
TXN003584,ACC10058,2024-03-05,2024-03-05,423.7,0.0,USD,DEBIT,MOBILE,Grocery,Delta Air,SETTLED,REF465665,CP7025,Grocery via MOBILE,SETTLEMENT_FEED
TXN003585,ACC10076,2024-06-22,2024-06-23,731.22,0.0,GBP,DEBIT,ACH,Utilities,City Power,POSTED,REF626976,CP3077,Utilities via ACH,SETTLEMENT_FEED
TXN003586,ACC10059,2024-06-12,2024-06-12,717.25,0.0,GBP,CREDIT,ACH,Travel,City Power,POSTED,REF241579,CP9712,Travel via ACH,SETTLEMENT_FEED
TXN003587,ACC10066,2024-06-22,2024-06-23,727.58,0.0,USD,CREDIT,ACH,Restaurant,ACME Payroll,POSTED,REF503112,CP5911,Restaurant via ACH,SETTLEMENT_FEED
TXN003588,ACC10078,2024-04-03,2024-04-04,8.27,0.0,USD,CREDIT,CARD,Fee,Stripe Payout,PENDING,REF628431,CP6912,Fee via CARD,SETTLEMENT_FEED
TXN003589,ACC10023,2024-03-29,2024-03-30,17.69,0.0,USD,DEBIT,CARD,Retail,Stripe Payout,SETTLED,REF553151,CP2846,Retail via CARD,SETTLEMENT_FEED
TXN003590,ACC10062,2024-07-15,2024-07-15,87.54,0.0,EUR,DEBIT,CARD,Retail,ATM Network,POSTED,REF865000,CP2189,Retail via CARD,SETTLEMENT_FEED
TXN003591,ACC10065,2024-05-27,2024-05-28,200.0,2.5,USD,DEBIT,ATM,Grocery,ATM Network,POSTED,REF687040,CP8939,Grocery via ATM,SETTLEMENT_FEED
TXN003592,ACC10045,2024-03-16,2024-03-16,30.98,0.0,EUR,DEBIT,CARD,ATM Withdrawal,Internal Transfer,POSTED,REF869517,CP1285,ATM Withdrawal via CARD,SETTLEMENT_FEED
TXN003593,ACC10053,2024-03-17,2024-03-18,112.51,0.0,USD,DEBIT,ONLINE,Subscription,City Power,SETTLED,REF791109,CP6894,Subscription via ONLINE,SETTLEMENT_FEED
TXN003594,ACC10015,2024-05-24,2024-05-24,62.34,0.0,USD,CREDIT,CHECK,Restaurant,ACME Payroll,POSTED,REF738080,CP7643,Restaurant via CHECK,SETTLEMENT_FEED
TXN003595,ACC10013,2024-07-20,2024-07-20,8.59,0.0,GBP,DEBIT,CARD,Fee,Delta Air,POSTED,REF456558,CP2146,Fee via CARD,SETTLEMENT_FEED
TXN003596,ACC10009,2024-04-26,2024-04-27,73.66,0.0,USD,CREDIT,CARD,Subscription,Fedwire Hub,POSTED,REF911229,CP3057,Subscription via CARD,SETTLEMENT_FEED
TXN003597,ACC10037,2024-08-03,2024-08-05,27.98,25.0,USD,CREDIT,WIRE,Fee,Amazon,SETTLED,REF260952,CP7453,Fee via WIRE,SETTLEMENT_FEED
TXN003598,ACC10031,2024-07-19,2024-07-19,18.14,0.0,USD,CREDIT,ONLINE,Interest,Netflix,POSTED,REF819635,CP5680,Interest via ONLINE,SETTLEMENT_FEED
TXN003599,ACC10020,2024-02-13,2024-02-14,44.02,0.0,USD,CREDIT,CARD,Fee,CVS Pharmacy,POSTED,REF864326,CP1030,Fee via CARD,SETTLEMENT_FEED
TXN003600,ACC10069,2024-06-18,2024-06-19,4113.23,2.5,GBP,DEBIT,WIRE,Healthcare,Amazon,POSTED,REF800605,CP1951,Healthcare via WIRE,SETTLEMENT_FEED
TXN003601,ACC10049,2024-01-29,2024-01-31,69.57,0.0,EUR,DEBIT,ACH,Utilities,Internal Transfer,POSTED,REF220341,CP8394,Utilities via ACH,SETTLEMENT_FEED
TXN003602,ACC10009,2024-07-02,2024-07-02,138.24,0.0,USD,CREDIT,ONLINE,Payroll,Home Depot,POSTED,REF638153,CP1702,Payroll via ONLINE,SETTLEMENT_FEED
TXN003603,ACC10034,2024-06-28,2024-06-29,407.17,0.0,USD,CREDIT,MOBILE,Grocery,Internal Transfer,PENDING,REF657448,CP8574,Grocery via MOBILE,SETTLEMENT_FEED
TXN003604,ACC10077,2024-04-03,2024-04-05,16.63,0.0,USD,CREDIT,CARD,Utilities,CVS Pharmacy,POSTED,REF490064,CP6925,Utilities via CARD,SETTLEMENT_FEED
TXN003605,ACC10008,2024-06-19,2024-06-20,70.98,0.0,EUR,CREDIT,ACH,Grocery,City Power,POSTED,REF572382,CP8274,Grocery via ACH,SETTLEMENT_FEED
TXN003606,ACC10077,2024-05-01,2024-05-02,167.31,0.0,USD,DEBIT,CARD,Retail,Home Depot,POSTED,REF342045,CP3336,Retail via CARD,SETTLEMENT_FEED
TXN003607,ACC10046,2024-02-18,2024-02-18,1631.54,0.0,GBP,CREDIT,ACH,Transfer,ACME Payroll,POSTED,REF238941,CP4109,Transfer via ACH,SETTLEMENT_FEED
TXN003608,ACC10057,2024-06-25,2024-06-25,1370.88,0.0,USD,CREDIT,MOBILE,Subscription,CVS Pharmacy,POSTED,REF767184,CP5969,Subscription via MOBILE,SETTLEMENT_FEED
TXN003610,ACC10051,2024-04-06,2024-04-07,6.73,0.0,EUR,CREDIT,CARD,Restaurant,CVS Pharmacy,SETTLED,REF850660,CP7087,Restaurant via CARD,SETTLEMENT_FEED
